legislature,session,vote_num,date,vote_type,title,deputy_name,group,vote
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,DONNO LEONARDO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,DONZELLI GIOVANNI,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,DORI DEVIS,AVS,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,EVI ELEONORA,AVS,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FARAONE DAVIDE,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FASCINA MARTA ANTONIA,FI-PPE,Non ha partecipato
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FASSINO PIERO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FEDE GIORGIO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FENU EMILIANO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FERRANTE TULLIO,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FERRARI SARA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FERRO WANDA,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FILINI FRANCESCO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FITTO RAFFAELE,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FONTANA ILARIA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FORATTINI ANTONELLA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FORMENTINI PAOLO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FORNARO FEDERICO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FOSSI EMILIANO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FOTI TOMMASO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FRASSINETTI PAOLA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FRASSINI REBECCA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FRATOIANNI NICOLA,AVS,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FRENI FEDERICO,LEGA,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FRIJIA MARIA GRAZIA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FURFARO MARCO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,FURGIUELE DOMENICO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GADDA MARIA CHIARA,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GALLO FRANCESCO,M-ALT,Non ha partecipato
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GARDINI ELISABETTA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GATTA GIANDIEGO,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GAVA VANNIA,LEGA,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GEBHARD RENATE,M-MIN,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GEMMATO MARCELLO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GHIO VALENTINA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GHIRRA FRANCESCA,AVS,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIACCONE ANDREA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIACHETTI ROBERTO,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIAGONI DARIO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIANASSI FEDERICO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIGLIO VIGNA ALESSANDRO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIORDANO ANTONIO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIORGETTI GIANCARLO,LEGA,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIORGIANNI CARMEN LETIZIA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIOVINE SILVIO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIRELLI GIAN ANTONIO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GIULIANO CARLA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GNASSI ANDREA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GRAZIANO STEFANO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GRIBAUDO CHIARA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GRIMALDI MARCO,AVS,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GRIPPO VALENTINA,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GRUPPIONI NAIKE,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GUBITOSA MICHELE,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GUERINI LORENZO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GUERRA MARIA CECILIA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,GUSMEROLI ALBERTO LUIGI,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,IACONO GIOVANNA,PD-IDP,Non ha partecipato
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,IAIA DARIO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,IARIA ANTONINO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,IEZZI IGOR,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,KELANY SARA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,L'ABBATE PATTY,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LA PORTA CHIARA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LA SALANDRA GIANDONATO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LACARRA MARCO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LAI SILVIO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LAMPIS GIANNI,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LANCELLOTTA ELISABETTA CHRISTIANA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LATINI GIORGIA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LAUS MAURO ANTONIO DONATO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LAZZARINI ARIANNA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LEO MAURIZIO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LETTA ENRICO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LOIZZO SIMONA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LOLLOBRIGIDA FRANCESCO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LOMUTI ARNALDO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LONGI ELIANA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LOPERFIDO EMANUELE,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LOVECCHIO GIORGIO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LUCASELLI YLENJA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,LUPI MAURIZIO,NM-M-C,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MACCANTI ELENA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MACCARI CARLO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MADIA MARIA ANNA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MAERNA NOVO UMBERTO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MAGI RICCARDO,M-+EUR,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MAIORANO GIOVANNI,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MALAGOLA LORENZO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MALAGUTI MAURO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MALAVASI ILENIA,PD-IDP,Non ha partecipato
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MANCINI CLAUDIO,PD-IDP,Non ha partecipato
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MANES FRANCO,M-MIN,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MANGIALAVORI GIUSEPPE TOMMASO VINCENZO,FI-PPE,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MANTOVANI LUCREZIA MARIA BENEDETTA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MANZI IRENE,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MARATTIN LUIGI,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MARCHETTI RICCARDO AUGUSTO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MARCHETTO ALIPRANDI MARINA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MARI FRANCESCO,AVS,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MARINO MARIA STEFANIA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MARROCCO PATRIZIA,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MASCARETTI ANDREA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MASCHIO CIRO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MATERA MARIANGELA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MATONE SIMONETTA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MATTEONI NICOLE,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MATTIA ALDO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MAULLU STEFANO GIOVANNI,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MAURI MATTEO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MAZZETTI ERICA,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MAZZI GIANMARCO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MELONI GIORGIA,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MEROLA VIRGINIO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MESSINA MANLIO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MICHELOTTI FRANCESCO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MIELE GIOVANNA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MILANI MASSIMO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MINARDO ANTONINO,LEGA,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MOLINARI RICCARDO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MOLLICONE FEDERICO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MOLTENI NICOLA,LEGA,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MONTARULI AUGUSTA,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MONTEMAGNI ELISA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MORASSUT ROBERTO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MORFINO DANIELA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MORGANTE MADDALENA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MORRONE JACOPO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MULE' GIORGIO,FI-PPE,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,MURA FRANCESCO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,NEVI RAFFAELE,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,NISINI TIZIANA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,NORDIO CARLO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,ONORI FEDERICA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,ORFINI MATTEO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,ORLANDO ANDREA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,ORRICO ANNA LAURA,M5S,Non ha partecipato
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,ORSINI ANDREA,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,OSNATO MARCO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,OTTAVIANI NICOLA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PADOVANI MARCO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PAGANO NAZARIO,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PAGANO UBALDO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PALOMBI ALESSANDRO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PANIZZUT MASSIMILIANO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PASTORELLA GIULIA,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PASTORINO LUCA,M-+EUR,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PATRIARCA ANNARITA,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PAVANELLI EMMA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PELLA ROBERTO,FI-PPE,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PELLEGRINI MARCO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PELLICINI ANDREA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PELUFFO VINICIO GIUSEPPE GUIDO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PENZA PASQUALINO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PERISSA MARCO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PICCOLOTTI ELISABETTA,AVS,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PICHETTO FRATIN GILBERTO,FI-PPE,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PIERRO ATTILIO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PIETRELLA FABIO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PISANO CALOGERO,NM-M-C,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PITTALIS PIETRO,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PIZZIMENTI GRAZIANO,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,POLIDORI CATIA,FI-PPE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,POLO BARBARA,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PORTA FABIO,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,POZZOLO EMANUELE,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PRETTO ERIK UMBERTO,LEGA,Non ha partecipato
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PRISCO EMANUELE,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PROVENZANO GIUSEPPE,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,PULCIANI PAOLO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,QUARTAPELLE PROCOPIO LIA,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,QUARTINI ANDREA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RAFFA ANGELA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RAIMONDO CARMINE FABIO,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RAMPELLI FABIO,FDI,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RAVETTO LAURA,LEGA,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RICCIARDI MARIANNA,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RICCIARDI RICCARDO,M5S,Favorevole
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RICCIARDI TONI,PD-IDP,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RICHETTI MATTEO,AIV-RE,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RIXI EDOARDO,LEGA,In missione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,RIZZETTO WALTER,FDI,Astensione
19,13,1,23/11/2022,Votazione nominale n.1,del23/11/2022seduta n.13presieduta daFONTANA LORENZO,ROCCELLA EUGENIA,FDI,Non ha partecipato
